  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.590	 0.265	 0.145	 1.573	 0.003	 -1.000	  -1.000	 'm'
 2	 0.695	 0.125	 0.180	 1.723	 0.003	 -1.000	  -1.000	 'm'
 3	 0.570	 0.205	 0.225	 1.606	 0.003	 -1.000	  -1.000	 'm'
 4	 0.555	 0.265	 0.180	 1.541	 0.001	 -1.000	  -1.000	 'm'
 5	 0.490	 0.320	 0.190	 1.468	 0.001	 -1.000	  -1.000	 'm'
 6	 0.450	 0.365	 0.185	 1.479	 0.001	 -1.000	  -1.000	 'm'
 7	 0.480	 0.350	 0.170	 1.488	 0.001	 -1.000	  -1.000	 'm'
