  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.823	 0.152	 0.025	 1.400	 0.005	 0.205	  0.050	 'm'
 2	 0.822	 0.128	 0.050	 1.400	 0.002	 0.254	  0.085	 'm'
 3	 0.784	 0.107	 0.109	 1.400	 0.002	 0.292	  0.090	 'm'
