 Date_time,        Date,               Min_N,              Humus_N,            Humus_C,                Manure_N,           Manure_C,           Litter_N,           Litter_C,             OM_CO2_C,              Root_CO2_C,         Ammon_N,            All_N,                All_C,                 water,             Denitr,             CFlux,              Mul_CARB_N,            Mul_CELL_N,         Mul_LIGN_N,           Tot_res_N,          Mul_Thick,          Mul_Mass,               Mul_CNR,
  42162.0000,  06/07/2015,              0.0000,           1390.6196,          15324.6182,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,           1390.6196,          15324.6182,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42163.0000,  06/08/2015,              5.6456,           1390.6083,          15324.4648,              0.0000,              0.0000,              0.0000,              0.0000,              0.1529,              0.0000,              0.0139,           1396.2678,          15324.6182,            561.6069,              0.0000,             -0.9932,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42164.0000,  06/09/2015,              5.3895,           1390.5955,          15324.2998,              0.0000,              0.0000,              0.0000,              0.0000,              0.1617,              0.0000,              0.0286,           1396.0137,          15324.4619,            487.6991,              0.0000,             -1.2500,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42165.0000,  06/10/2015,              5.2707,           1390.5818,          15324.1328,              0.0000,              0.0000,              0.0000,              0.0000,              0.1594,              0.0000,              0.0430,           1395.8954,          15324.2930,            436.1284,              0.0000,             -1.3690,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42166.0000,  06/11/2015,              5.2032,           1390.5677,          15323.9531,              0.0000,              0.0000,              0.0000,              0.0000,              0.1830,              0.0000,              0.0596,           1395.8307,          15324.1348,            459.1716,              0.0000,             -1.4367,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42167.0000,  06/12/2015,              5.1574,           1390.5549,          15323.7979,              0.0000,              0.0000,              0.0000,              0.0000,              0.1565,              0.0000,              0.0738,           1395.7861,          15323.9541,            413.2969,              0.0000,             -1.4829,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42168.0000,  06/13/2015,              5.1186,           1390.5405,          15323.6338,              0.0000,              0.0000,              0.0000,              0.0000,              0.1619,              0.0000,              0.0885,           1395.7476,          15323.7969,            390.8018,              0.0000,             -1.5218,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42169.0000,  06/14/2015,              5.0892,           1390.5254,          15323.4502,              0.0000,              0.0000,              0.0000,              0.0000,              0.1867,              0.0000,              0.1054,           1395.7201,          15323.6367,            423.1570,              0.0000,             -1.5513,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42170.0000,  06/15/2015,              5.0668,           1390.5115,          15323.2686,              0.0000,              0.0000,              0.0000,              0.0000,              0.1691,              0.0000,              0.1208,           1395.6990,          15323.4375,            382.3914,              0.0000,             -1.5739,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42171.0000,  06/16/2015,              5.0462,           1390.4971,          15323.0938,              0.0000,              0.0000,              0.0000,              0.0000,              0.1726,              0.0000,              0.1364,           1395.6797,          15323.2666,            369.1190,              0.0000,             -1.5944,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42172.0000,  06/17/2015,              5.0288,           1390.4807,          15322.9102,              0.0000,              0.0000,              0.0000,              0.0000,              0.1902,              0.0000,              0.1537,           1395.6632,          15323.1006,            357.9788,              0.0000,             -1.6119,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42173.0000,  06/18/2015,              5.0146,           1390.4607,          15322.6973,              0.0000,              0.0000,              0.0000,              0.0000,              0.2143,              0.0000,              0.1731,           1395.6483,          15322.9111,            349.9191,              0.0000,             -1.6260,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42174.0000,  06/19/2015,              5.0026,           1390.4412,          15322.4873,              0.0000,              0.0000,              0.0000,              0.0000,              0.2147,              0.0000,              0.1926,           1395.6365,          15322.7031,            342.8557,              0.0000,             -1.6380,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42175.0000,  06/20/2015,              4.9927,           1390.4207,          15322.2676,              0.0000,              0.0000,              0.0000,              0.0000,              0.2211,              0.0000,              0.2127,           1395.6260,          15322.4893,            336.6371,              0.0000,             -1.6479,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42176.0000,  06/21/2015,              4.9843,           1390.3999,          15322.0293,              0.0000,              0.0000,              0.0000,              0.0000,              0.2352,              0.0000,              0.2340,           1395.6182,          15322.2637,            352.2778,              0.0000,             -1.6564,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  42177.0000,  06/22/2015,              4.9770,           1390.3816,          15321.8340,              0.0000,              0.0000,              0.0000,              0.0000,              0.2058,              0.0000,              0.2527,           1395.6113,          15322.0400,            462.4147,              0.0000,             -1.6638,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
